unit,med_spec,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 
NR,GEN_PRAC,IE	4300.00 	4314.00 	4058.00 	4081.00 	3942.00 	3605.00 	3523.00 	3585.00 	3361.00 	3318.00 	3309 b	2534.00 	2449.00 	2341.00 	2317.00 	2160.00 	2128.00 	2101.00 	2042.00 	2033.00 	1870.00 	1827.00 	1794.00 	1783.00 	1729.00 	1667.00 	1652.00 	1666.00 	1645.00 	1636.00 	1586.00 	1578.00 	1570.00 	1568.00 	1538.00 	1512.00 	1486.00 
NR,GEN_PRAC,IS	: 	: 	215.00 	218.00 	209.00 	213 b	191.00 	188.00 	188.00 	184.00 	185.00 	182.00 	186.00 	187.00 	188.00 	183.00 	179 b	169.00 	: 	: 	174.00 	171.00 	: 	156.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,IT	41707 p	41707.00 	42428.00 	42987.00 	43731.00 	44279.00 	44655.00 	44937.00 	45203.00 	45437.00 	46061.00 	45878.00 	46209.00 	46510.00 	46961.00 	46478.00 	47022.00 	47061.00 	47111.00 	46907.00 	47027.00 	47148.00 	47261.00 	47539.00 	47490.00 	47637.00 	47157.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,LI	26.00 	24.00 	24.00 	25.00 	25.00 	24.00 	23.00 	23.00 	27.00 	27.00 	26.00 	26.00 	26.00 	25.00 	25.00 	24.00 	25.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,LT	: 	2489.00 	2550.00 	2560.00 	2668.00 	2625.00 	2638.00 	2600.00 	2552.00 	2552.00 	2577 b	2291.00 	2299.00 	2288.00 	2316.00 	2274.00 	2234.00 	2232.00 	2224.00 	2107.00 	1959.00 	1819.00 	1692.00 	1510.00 	1450.00 	1422.00 	1396.00 	1419.00 	1450.00 	1443.00 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,LU	: 	: 	: 	: 	534.00 	505.00 	498.00 	489.00 	467.00 	441.00 	424.00 	414.00 	395.00 	397.00 	392.00 	365.00 	364.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,LV	: 	1416.00 	1369.00 	1411.00 	1414.00 	1412.00 	1379.00 	1394.00 	1357.00 	1338.00 	1328.00 	1311.00 	1315.00 	1323.00 	1311.00 	1304.00 	1302.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,ME	: 	316.00 	310.00 	336.00 	303.00 	284.00 	273.00 	245.00 	241.00 	204.00 	190.00 	195.00 	208.00 	237.00 	201.00 	185.00 	200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,MT	: 	415.00 	415.00 	396.00 	379.00 	360.00 	349.00 	346.00 	340.00 	335.00 	315.00 	278.00 	274.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,NL	: 	15931.00 	15600.00 	15218.00 	14893.00 	14531.00 	14210.00 	13888 b	13192.00 	12892.00 	12222.00 	12133.00 	11841.00 	11456.00 	11163.00 	11155.00 	10796.00 	10512.00 	10381.00 	10151.00 	9913.00 	9771.00 	9459 b	7606.00 	7464.00 	7386.00 	7197.00 	7125.00 	7018.00 	6963.00 	6903.00 	6858.00 	6801.00 	6717.00 	6648.00 	6518.00 	6448.00 
NR,GEN_PRAC,NO	4699.00 	4665.00 	4587.00 	4502.00 	4433.00 	4305.00 	4216 b	4083.00 	3965.00 	3891.00 	3710.00 	3631.00 	3540 b	3526.00 	3458.00 	3385.00 	3237.00 	3222.00 	2795.00 	2954.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,PL	: 	: 	: 	: 	8418.00 	8387.00 	8272.00 	8439.00 	8270.00 	8441.00 	7773.00 	7918.00 	7838.00 	8498.00 	6225.00 	5186.00 	5445.00 	5071.00 	4544.00 	3665.00 	3380.00 	2937.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,PT	: 	28244.00 	27151.00 	25123.00 	24248.00 	23464.00 	22518.00 	21926.00 	20901.00 	20269.00 	20094.00 	19536.00 	18627.00 	18023.00 	17208.00 	16310.00 	16006.00 	15274.00 	14722.00 	13900.00 	14367.00 	13865.00 	13473 b	4403.00 	4350.00 	4268.00 	4032.00 	2992.00 	2672.00 	2061.00 	274.00 	275.00 	264.00 	251.00 	250.00 	236.00 	217.00 
NR,GEN_PRAC,RO	: 	12412.00 	12184.00 	12026.00 	12184.00 	12334.00 	12333.00 	12655.00 	12735.00 	13766.00 	14615.00 	14509 b	12735.00 	14154.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,RS	4921.00 	4517 b	: 	4839.00 	4851.00 	4910 b	4987.00 	5043.00 	5119.00 	5136.00 	5282.00 	5423.00 	5433.00 	5475.00 	5293.00 	5199.00 	5121.00 	5072.00 	4693.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,SE	: 	: 	6380.00 	6483.00 	6411.00 	6385.00 	6345.00 	6262.00 	6191.00 	6097.00 	5963.00 	5897.00 	5875.00 	5742.00 	5662.00 	5508.00 	5336.00 	5188.00 	5098.00 	4979.00 	4853.00 	4668.00 	4575.00 	4522.00 	4387.00 	4276.00 	4165.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,SI	: 	1295.00 	1257.00 	1275.00 	1237.00 	1185.00 	1132.00 	1064.00 	1025.00 	959.00 	928.00 	898.00 	857.00 	832.00 	820.00 	771.00 	764.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GEN_PRAC,TR	: 	56108 d	52280 d	48688 bd	47999 d	46107 d	44646 d	41542 d	41040 d	41401 d	41840 d	41077 d	37980 d	37600 d	36316 d	35143 bd	33093 d	31109 d	30452 d	30290 d	29330 d	27714 bd	46153 d	44064 d	42072 d	40873 d	40885 d	40162 d	36568 d	31398 d	28148 d	25739 d	22958 d	20184 d	17418 d	16419 d	15549 d
NR,GEN_PRAC,UK	: 	: 	51096.00 d	49569.00 d	49824.00 d	50080.00 d	50169.00 bd	50595.00 d	49875.00 d	50008.00 d	49838.00 d	48641.00 d	49437.00 d	46850.00 d	45362.00 d	44571.00 d	44199.00 d	42925.00 d	41647.00 d	40261.00 d	39687.00 d	39098.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,AL	: 	: 	: 	: 	: 	: 	: 	: 	191.00 	: 	: 	: 	191.00 	: 	184.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,AT	2057.00 	2033.00 	1999.00 	: 	1893.00 	1870.00 	1861.00 	1812.00 	1768.00 	1674.00 	1645.00 	1629.00 	1594.00 	1579.00 	1561.00 	1506.00 	1469.00 	1409.00 	1357.00 	1303.00 	1280.00 	1234.00 	1178.00 	1170.00 	1113.00 	1060.00 	1013.00 	964.00 	906.00 	876.00 	840.00 	822.00 	792.00 	770.00 	742.00 	711.00 	700.00 
NR,GYN,BE	: 	1547.00 	1520.00 	1495.00 	1454.00 	1462.00 	1416.00 	1405.00 	1377.00 	1370.00 	1352.00 	1346.00 	1331.00 	1317.00 	1265.00 	1233.00 	1211.00 	1203.00 	1183.00 	1185.00 	1160.00 	1134.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,BG	: 	1794.00 	1765 b	1742.00 	1734.00 	1751.00 	1726.00 	1743.00 	1706.00 	1688.00 	1659.00 	1654 b	1387.00 	1382.00 	1356 b	1347.00 	1329.00 	1314.00 	1358.00 	1361.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,CH	1982.00 	1945.00 	1914.00 	1896.00 	1828.00 	1773.00 	1721.00 	1664.00 	1601.00 	1492.00 	1431.00 	1347.00 	1303.00 	1236 b	1210.00 	1175.00 	1153.00 	1101.00 	1075.00 	966.00 	927.00 	915.00 	855.00 	867.00 	853.00 	837.00 	819.00 	808.00 	787.00 	760.00 	745.00 	728.00 	: 	: 	: 	: 	: 
NR,GYN,CY	: 	: 	202.00 	188.00 	176.00 	164.00 	162.00 	161.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	133.00 	: 	: 	: 	: 	114.00 	: 	111.00 	105.00 	103.00 	109.00 	108.00 	99.00 	92.00 	78.00 	78.00 
NR,GYN,CZ	: 	3206 e	3165 be	: 	: 	: 	: 	: 	2662.00 	2672.00 	2644.00 	2618.00 	2552.00 	2527.00 	: 	: 	2465 b	: 	: 	: 	: 	2299.00 	: 	: 	: 	: 	2180.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,DE	: 	21675.00 	21513.00 	21256.00 	21089.00 	20905.00 	20662.00 	20345.00 	20016.00 	19875.00 	19506.00 	19234.00 	18965.00 	18821.00 	18666.00 	18675.00 	18660.00 	18566.00 	18452.00 	18351.00 	18159.00 	17872.00 	17667.00 	17438.00 	17184.00 	17071.00 	16767.00 	16360.00 	15903.00 	15317.00 	14817.00 	: 	: 	: 	: 	: 	: 
NR,GYN,DK	: 	: 	673.00 	656.00 	646.00 	626.00 	604.00 	597.00 	587.00 	584.00 	567.00 	563.00 	540.00 	531.00 	534.00 	534.00 	523.00 	500.00 	497.00 	487.00 	472.00 	464.00 	451.00 	437.00 	424.00 	400.00 	385.00 	364.00 	335.00 	335.00 	318.00 	325.00 	310.00 	306.00 	282.00 	274.00 	272.00 
NR,GYN,EE	: 	319.00 	313.00 	304.00 	301.00 	296.00 	306.00 	304.00 	301 b	265.00 	277.00 	262.00 	268.00 	273.00 	272.00 	265.00 	272.00 	281.00 	278.00 	283.00 	257.00 	263.00 	269.00 	265.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,EL	: 	: 	3464.00 	3412.00 	3399.00 	3391.00 	3376.00 	3337 b	2862.00 	2843.00 	2815.00 	2747.00 	2720.00 	2701.00 	2644.00 	2563.00 	2520.00 	2484.00 	2422.00 	2362.00 	2301.00 	2288.00 	2219.00 	2176.00 	2133.00 	2105.00 	2069.00 	2035.00 	2017.00 	1925.00 	1903.00 	1807.00 	: 	1728.00 	1800.00 	1736.00 	1695.00 
NR,GYN,ES	: 	5909 d	5757 d	5782 d	5621 d	5616 d	5570 d	5595 d	5528 d	5642 d	5645 d	5561 bd	4754 d	4644 d	4414 d	4205 d	4100 d	4064 d	3896 d	3760 d	3647 d	3579 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,FI	: 	780.00 	776.00 	775.00 	769.00 	764.00 	775.00 	767.00 	756.00 	735.00 	724.00 	722.00 	709.00 	704.00 	694.00 	687.00 	679.00 	648.00 	621.00 	614.00 	606.00 	590.00 	570.00 	556.00 	531.00 	512.00 	496.00 	477.00 	465.00 	450.00 	438.00 	410.00 	382.00 	366.00 	345.00 	326.00 	308.00 
NR,GYN,FR	: 	8028.00 	8000.00 	7981.00 	7998.00 	8028.00 	8045.00 	8048.00 	8041.00 	8017.00 	7989 b	7913.00 	7824 b	7833.00 	7709.00 	7625.00 	7527.00 	7446.00 	7356.00 	7307.00 	7210.00 	7080.00 	7155.00 	6910.00 	6934.00 	6849.00 	6822.00 	6846.00 	6847.00 	6798.00 	6722.00 	6618.00 	: 	: 	: 	: 	: 
NR,GYN,HR	: 	822.00 	843.00 	826.00 	808.00 	776.00 	782.00 	762.00 	761.00 	752.00 	741.00 	730.00 	723 b	338.00 	335.00 	323.00 	325.00 	314.00 	299.00 	285.00 	280.00 	278.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,HU	: 	1364 b	1543.00 	1497.00 	1455.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,IE	439.00 	410.00 	388.00 	374.00 	373.00 	369.00 	334.00 	324 b	334 b	338.00 	366 b	215.00 	193.00 	168.00 	141.00 	112.00 	98.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,IS	: 	: 	60.00 	54.00 	54.00 	55 b	44.00 	43.00 	44.00 	39.00 	37.00 	36.00 	36.00 	35.00 	35.00 	37.00 	35.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,IT	12184 p	12168.00 	12187.00 	12209.00 	12311.00 	12180.00 	11730.00 	11857.00 	11847.00 	12189.00 	12005 e	11803 e	11741 e	11737 e	11747 e	11528 e	11546 e	11475 e	11252 e	11059 e	10914 e	10765 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,LI	6.00 	6.00 	6.00 	8.00 	8.00 	9.00 	9.00 	8.00 	8.00 	8.00 	8.00 	5.00 	5.00 	4.00 	3.00 	3.00 	3.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,LT	: 	672.00 	646.00 	684.00 	700.00 	708.00 	714.00 	723.00 	744.00 	754.00 	759 b	696.00 	707.00 	734.00 	770.00 	791.00 	764.00 	763.00 	779.00 	799.00 	816.00 	842.00 	856.00 	858.00 	861.00 	841.00 	825.00 	862.00 	875.00 	853.00 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,LU	: 	: 	: 	: 	101.00 	95.00 	92.00 	88.00 	86.00 	81.00 	80.00 	76.00 	73.00 	69.00 	68.00 	66.00 	61.00 	59.00 	58.00 	56.00 	56.00 	53 b	58.00 	55.00 	53.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,LV	: 	366.00 	370.00 	389.00 	383.00 	384.00 	398.00 	423.00 	431.00 	452.00 	449.00 	447.00 	473.00 	489.00 	490.00 	481.00 	480.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,ME	: 	120.00 	119.00 	117.00 	117.00 	111.00 	107.00 	100.00 	99.00 	100.00 	101.00 	100.00 	99.00 	96.00 	99.00 	99.00 	96.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,MK	: 	401.00 	411.00 	402.00 	405.00 	387.00 	391.00 	379.00 	367.00 	361.00 	359.00 	358.00 	324.00 	337.00 	316.00 	343 b	237.00 	239.00 	234.00 	232.00 	230.00 	228.00 	218.00 	225.00 	219.00 	216.00 	213.00 	218.00 	220.00 	212.00 	194.00 	183.00 	: 	: 	: 	: 	: 
NR,GYN,MT	: 	81.00 	76.00 	79.00 	73.00 	67.00 	69.00 	57.00 	56.00 	49.00 	48.00 	47.00 	34.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,NL	: 	1711.00 	1683.00 	1649.00 	1620.00 	1586.00 	1567.00 	1526 b	1462.00 	1413.00 	1333.00 	1296.00 	1252.00 	1240.00 	1213.00 	1193.00 	1159.00 	1062.00 	1073.00 	1056.00 	1018.00 	978.00 	929 b	835.00 	856.00 	862.00 	831.00 	860.00 	851.00 	828.00 	: 	: 	: 	: 	: 	: 	689.00 
NR,GYN,NO	706.00 	690.00 	659.00 	640.00 	614.00 	584.00 	566 b	572.00 	546.00 	550.00 	540.00 	535.00 	537 b	534.00 	533.00 	497.00 	498.00 	453.00 	445.00 	418 b	: 	: 	: 	414.00 	: 	: 	: 	: 	419.00 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,PL	: 	: 	: 	: 	4976.00 	5201.00 	5046.00 	4982.00 	5049.00 	5143.00 	5165.00 	5176 b	6076.00 	5303.00 	5316.00 	5257.00 	5259.00 	6190.00 	6374.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,PT	: 	1891.00 	1850.00 	1837.00 	1799.00 	1777.00 	1726.00 	1699.00 	1677.00 	1638.00 	1590.00 	1559.00 	1534.00 	1509.00 	1486.00 	1471.00 	1456.00 	1448.00 	1427.00 	1372.00 	1351.00 	1336.00 	1299.00 	1481.00 	1434.00 	1378.00 	1225.00 	1074.00 	954.00 	614.00 	606.00 	618.00 	614.00 	604.00 	603.00 	565.00 	556.00 
NR,GYN,RO	: 	2941.00 	2787.00 	2697.00 	2608.00 	2591.00 	2523.00 	2454.00 	2389.00 	2386.00 	2279.00 	2233 b	2242.00 	2189 e	2159 e	2013 b	1920 b	1911.00 	: 	1875.00 	: 	: 	: 	1860.00 	: 	: 	: 	1685.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,RS	1248.00 	1281 b	: 	1259.00 	1264.00 	1283 b	1292.00 	1274.00 	1296.00 	1317.00 	1325.00 	1293.00 	1265.00 	1279.00 	1258.00 	1243.00 	1250.00 	1268.00 	1294.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,SE	: 	: 	1436.00 	1453.00 	1443.00 	1427.00 	1410.00 	1386.00 	1357.00 	1321.00 	1319.00 	1300.00 	1278.00 	1275.00 	1254.00 	1231.00 	1198.00 	1188.00 	1144.00 	1127.00 	1110.00 	1088.00 	1084.00 	1060.00 	1041.00 	1046.00 	1032.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,SI	: 	388.00 	386.00 	378.00 	360.00 	352.00 	333.00 	340.00 	345.00 	328.00 	336.00 	327.00 	319.00 	316.00 	308.00 	299.00 	304.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,TR	: 	8648.00 	8209.00 	7785 b	7160.00 	6930.00 	6942.00 	6837.00 	6791.00 	6482.00 	6324.00 	6635.00 	6668.00 	6307.00 	5840.00 	5681.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,GYN,UK	: 	: 	8251.00 	7809.00 	7728.00 	7533.00 	7514.00 	7554.00 	7343.00 	7375.00 	7263.00 	7050.00 	6779.00 b	6505.00 	6263.00 	6278.00 	6175.00 	5837.00 	5586.00 	5442.00 	5135.00 	5025.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,AL	: 	: 	: 	: 	: 	: 	: 	: 	1932.00 	: 	: 	: 	1943.00 	: 	1587.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,AT	11398.00 	11092.00 	10727.00 	: 	10111.00 	9788.00 	9946.00 	9667.00 	9350.00 	8929.00 	8686.00 	8518.00 	8277.00 	8097.00 	7926.00 	7638.00 	7404.00 	7170.00 	6955.00 	6763.00 	6574.00 	6308.00 	6061.00 	5931.00 	5563.00 	5266.00 	4943.00 	4625.00 	4345.00 	4128.00 	3923.00 	3798.00 	3693.00 	3534.00 	3426.00 	3315.00 	3136.00 
NR,MED,BE	: 	10518.00 	10300.00 	10079.00 	9865.00 	9753.00 	9530.00 	9309.00 	9157.00 	9043.00 	8866.00 	8627.00 	8500.00 	8372.00 	8193.00 	8027.00 	7829.00 	7680.00 	7559.00 	7455.00 	7280.00 	7134.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,BG	: 	12725.00 	12573 b	11162.00 	11081.00 	11013.00 	10782.00 	10819.00 	10819.00 	10635.00 	10538.00 	10330 b	9146.00 	9210.00 	9002 b	9224.00 	9251.00 	9003 b	9387.00 	8899.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,CH	7206.00 	7018.00 	6837.00 	6695.00 	6531.00 	6312.00 	6082.00 	5834.00 	5657.00 	5374.00 	5126 b	8085.00 	7741.00 	7410.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,CY	: 	: 	1257.00 	1122.00 	1052.00 	1036.00 	1003.00 	953.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	700.00 	: 	: 	: 	: 	569.00 	: 	546.00 	515.00 	473.00 	446.00 	437.00 	565.00 	513.00 	337.00 	435.00 
NR,MED,CZ	: 	16877 e	16521 be	: 	: 	: 	: 	: 	16002.00 	15925.00 	15661.00 	15440.00 	15289.00 	15003.00 	: 	: 	14847.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,DE	: 	121284.00 	119122.00 	116118.00 	113142.00 	110405.00 	107270.00 	103679.00 	100713.00 	98318.00 	95340.00 	92190.00 	89585.00 	87057.00 	84865.00 	82112.00 	79766.00 	79433.00 	77984.00 	77562.00 	77062.00 	76190.00 	76110.00 	75444.00 	74343.00 	73854.00 	72541.00 	70781.00 	68804.00 	66267.00 	64104.00 	: 	: 	: 	: 	: 	: 
NR,MED,DK	: 	: 	4562.00 	4440.00 	4357.00 	4217.00 	4081.00 	3957.00 	3844.00 	3730.00 	3656.00 	3574.00 	3414.00 	3315.00 	3172.00 	3098.00 	3057.00 	2941.00 	2824.00 	2757.00 	2648.00 	2616.00 	2510.00 	2455.00 	2349.00 	2271.00 	2187.00 	2068.00 	1989.00 	1931.00 	1867.00 	1818.00 	1774.00 	1761.00 	1657.00 	1632.00 	1611.00 
NR,MED,EE	: 	1664.00 	1671.00 	1680.00 	1675.00 	1670.00 	1635.00 	1606.00 	1585 b	1446.00 	1426.00 	1404.00 	1407.00 	1466.00 	1414.00 	1401.00 	1405.00 	1402.00 	1415.00 	1400.00 	1362.00 	1422.00 	1491.00 	1532.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,EL	: 	: 	28120.00 	28725.00 	28192.00 	27135.00 	26609.00 	26499 b	21399.00 	21022.00 	20660.00 	20228.00 	20047.00 	19694.00 	19121.00 	18476.00 	18009.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,ES	: 	53388 d	51148 d	51550 d	50065 d	48843 d	48294 d	46887 d	46718 d	47060 d	46449 d	46364 bd	23641 d	22410 d	21159 d	19543 d	18837 d	18139 d	17094 d	16071 d	15058 d	14888 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,FI	: 	4784.00 	4722.00 	4673.00 	4674.00 	4601.00 	4586.00 	4517.00 	4477.00 	4423.00 	4351.00 	4260.00 	4189.00 	4112.00 	4036.00 	3957.00 	3873.00 	3714.00 	3605.00 	3466.00 	3346.00 	3235.00 	3116.00 	2997.00 	2890.00 	2781.00 	2706.00 	2618.00 	2494.00 	2356.00 	2232.00 	2089.00 	1983.00 	1870.00 	1782.00 	1670.00 	1591.00 
NR,MED,FR	: 	52425.00 	51766.00 	50978.00 	50666.00 	50028.00 	49254.00 	48398.00 	47751.00 	47088.00 	46263 b	49883.00 	49343 b	49532.00 	49257.00 	49207.00 	49139.00 	48870.00 	48173.00 	47496.00 	46636.00 	45696.00 	45110.00 	44244.00 	43668.00 	42508.00 	41572.00 	40403.00 	38642.00 	35707.00 	34483.00 	33343.00 	: 	: 	: 	: 	: 
NR,MED,HR	: 	5556.00 	5386.00 	5181.00 	5264.00 	4959.00 	5026.00 	4838.00 	4778.00 	4696.00 	4622.00 	4535.00 	4286 b	3554.00 	3499.00 	3442.00 	3338.00 	3292.00 	3251.00 	3179.00 	3176.00 	3132.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,HU	: 	11846 b	13147.00 	12705.00 	12577.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,IE	3562.00 	3414.00 	3110.00 	2969.00 	2890.00 	2767.00 	2482.00 	2326 b	3047 b	3544.00 	3731 b	2277.00 	1999.00 	1822.00 	1598.00 	1417.00 	1293.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,IS	: 	: 	400.00 	392.00 	384.00 	390 b	356.00 	357.00 	352.00 	359.00 	352.00 	365.00 	373.00 	370.00 	360.00 	349.00 	350.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,IT	92755 p	88814.00 	89017.00 	87722.00 	87157.00 	85399.00 	82522.00 	84657.00 	84276.00 	81442.00 	82189 e	80277 e	79329 e	78790 e	78343 e	76386 e	76013 e	75057 e	73130 e	71416 e	70032 e	68639 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,LI	31.00 	31.00 	33.00 	34.00 	37.00 	35.00 	34.00 	37.00 	34.00 	31.00 	28.00 	27.00 	25.00 	21.00 	20.00 	21.00 	19.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,MED,LT	: 	4467.00 	4582.00 	4633.00 	4606.00 	4566.00 	4443.00 	4494.00 	4542.00 	4490.00 	4348 b	3672.00 	3776.00 	3867.00 	3827.00 	3909.00 	3780.00 	3877.00 	3959.00 	4034.00 	4132.00 	4205.00 	4443.00 	4598.00 	4760.00 	4803.00 	4863.00 	4890.00 	4808.00 	4438.00 	: 	: 	: 	: 	: 	: 	: 
NR,MED,LU	: 	: 	: 	: 	513 d	486 d	482 d	464 d	446 d	435 d	425 d	420 d	413 d	401 d	394 d	368 d	363 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
