n,id,cert/cot,cert/clr,cert/v,s,t,geo/0,geo/1
CH RODEZ SITE LES PEYRIERES OLEMPS,120783188,B,2,4,1,2,2.555137,44.344671
HAD UDSMA RODEZ,120783618,B,2,4,3,2,2.57501,44.348105
USLD OLEMPS CH RODEZ,120786959,B,2,4,1,2,2.555137,44.344671
CHS EDOUARD TOULOUSE,130000235,B,2,4,1,3,5.360317,43.380275
CHI SITE D'AIX EN PROVENCE,130000409,C,3,4,1,3,5.440879,43.536523
CHS MONTPERRIN,130000433,B,2,4,1,3,5.438924,43.523329
CH LOUIS BRUNET D'ALLAUCH,130000516,B,2,4,1,2,5.472185,43.337296
CENTRE HOSPITALIER GENERAL D'AUBAGNE,130000565,C,3,4,1,2,5.563359,43.291512
HOPITAL DU PAYS SALONAIS,130001225,B,2,4,1,3,5.102527,43.63936
HOPITAUX PORTES DE CAMARGUE TARASCON,130001258,B,2,4,1,2,4.665327,43.801656
INSTITUT PAOLI CALMETTES,130001647,A,1,4,3,3,5.405905,43.26643
CENTRE HOSPITALIER GENERAL LA CIOTAT,130002215,B,2,4,1,2,5.608158,43.178933
CHS VALVERT MARSEILLE,130002496,B,2,4,1,2,5.376382,43.296601
CH JOSEPH IMBERT D'ARLES,130002827,B,2,4,1,2,5.3102504999,43.591167899
CH DE MARTIGUES HOPITAL DES RAYETTES,130002835,C,3,4,1,3,5.036597,43.415848
CLINIQUE SAINT MARTIN SUD MARSEILLE,130008048,B,2,4,2,2,5.4073865999,43.2591848
CLINIQUE LA PHOCEANNE SUD,130008238,A,1,4,2,2,5.4073865999,43.2591848
CLINIQUE DE VITROLLES,130008253,A,1,4,2,2,5.267451,43.426073
ADPC UNITE D'AUTODIALYSE MARSEILLE 02,130008287,A,1,4,3,2,5.369129,43.305945
CLINIQUE DE L'ESCALE,130017478,A,1,4,2,,5.233381,43.420827
HAD BOUCHES DU RHONE EST,130021488,A,1,4,2,2,5.504135,43.307828
HAD CLARA SCHUMANN,130021819,A,1,4,2,2,5.409166,43.529986
SANTE ET SOLIDARITE BOUCHES DU RHONE,130022619,B,2,4,3,2,5.0467019,43.3996785
NEPHROCARE SALON CENTRE D'HEMODIALYSE,130024268,B,2,4,2,2,5.102855,43.636881
CLINIQUE DE LA POINTE ROUGE USLD,130032758,A,1,4,2,2,5.372017,43.240622
DIAVERUM PROVENCE SALON,130034002,A,1,4,2,2,5.085756,43.655769
DIAVERUM PROVENCE MARIGNANE,130034044,A,1,4,2,2,5.215292,43.410419
DIAVERUM PROVENCE HE MARSEILLE 3E,130034093,A,1,4,2,2,5.393331,43.324156
DIAVERUM PROVENCE ARLES,130034531,A,1,4,2,2,4.639437,43.677531
ATUP AUTODIALYSE MARTIGUES,130034556,B,2,4,2,1,5.052911,43.407903
ADPC UNITE D'AUTODIALYSE MARSEILLE 09,130034614,A,1,4,3,2,5.397526,43.257272
BOUCHARD AUTODIALYSE ACTIPOLE 12 MRS,130035223,B,2,4,2,1,5.423968,43.296743
CLINIQUE LES ALPILLES KORIAN GLANUM,130035793,A,1,4,2,2,4.834441,43.798419
ADPC UDM MARSEILLE 05,130035959,A,1,4,3,2,5.392956,43.288241
ATUP AUTODIALYSE VITROLLES,130036650,B,2,4,2,1,5.211974,43.411202
CENTRE D'HEMODIALYSE DE PROVENCE AIX,130038003,A,1,4,2,2,5.457958,43.530351
GCS CENTRE CARDIO AXIUM RAMBOT,130042096,A,1,4,3,2,5.434341,43.53594
KORIAN LES TROIS TOURS,130042526,A,1,4,2,2,5.606549,43.376253
SSR PEDIATRIQUE VAL PRE VERT,130043318,A,1,4,3,2,5.5173879,43.4216112
UNITE PEDIATRIQUE POMPONIANA MARSEILLE,130043508,A,1,4,3,2,6.040323,47.241874
HOPITAL EUROPEEN,130043664,A,1,4,3,3,5.376382,43.296601
CSSR VALMANTE SITE HOPITAL EUROPEEN,130043854,B,2,4,3,2,5.3719361999,43.3106678
UNITE MED NUTRITION SITE CCV VALMANTE,130044662,A,1,4,2,2,5.4109296,43.2609139
CLINIQUE MONTICELLI VELODROME,130044753,A,1,4,2,2,5.3953921794,43.268362535
ATUP AUTO DIALYSE MARSEILLE 13,130044845,B,2,4,2,2,5.4097065,43.329383
VILLA IZOI,130045263,B,2,4,3,2,5.4702433,43.4407754
CLINIQUE PROVENCE VELODROME,130046097,A,1,4,2,2,5.598272,43.282536
CLINIQUE MADELEINE REMUZAT,130780083,A,1,4,2,2,5.4184808999,43.290716
CLINIQUE SAINTE MARTHE SAINT JOSEPH,130780273,B,2,4,3,2,5.385959,43.328132
CHU/ APHM HOPITAL NORD (APHM),130780521,A,1,4,1,3,5.36472,43.381496
CLINIQUE PSYCHIATRIQUE LA JAUBERTE,130781065,A,1,4,2,2,5.406579,43.535567
HOSPITALITE SAINT THOMAS DE VILLENEUVE,130781255,B,2,4,3,2,5.457949,43.531933
POLYCLINIQUE DU PARC RAMBOT PROVENCALE,130781289,B,2,4,2,2,5.46302,43.518824
CLINIQUE JEANNE D'ARC,130781370,A,1,4,2,2,4.639507,43.676779
CLINIQUE DE PROVENCE BOURBONNE,130781438,A,1,4,2,2,5.598272,43.282536
HOPITAL PRIVE LA CASAMANCE,130781479,B,2,4,2,3,5.531312,43.276517
CLINIQUE SAINT MICHEL,130781594,B,2,4,2,2,5.545045,43.308473
CLINIQUE KORIAN LES PALMIERS,130781768,A,1,4,2,2,5.635204,43.219328
CRF NOTRE DAME DU BON VOYAGE,130781834,A,1,4,2,2,5.6119082,43.1805692
CLINIQUE DE LA CIOTAT,130781867,A,1,4,2,2,5.609621,43.1785
CTRE MEDICAL DIETETIQUE PROVENCE AZUR,130781917,B,2,4,2,2,5.362932,43.573444
CENTRE CARDIO VASCULAIRE D'EYGUIERES,130781925,A,1,4,2,2,5.02292,43.690402
CLINIQUE DE L'ETANG DE L'OLIVIER,130782071,B,2,4,2,2,4.991762,43.506682
CENTRE DE SIBOURG,130782097,A,1,4,2,2,5.404039,43.555188
CLINIQUE GENERALE DE MARIGNANE,130782147,A,1,4,2,2,5.215292,43.410419
CLINIQUE CHIRURGICALE DE MARTIGUES,130782162,A,1,4,2,2,5.052906,43.401326
KORIAN VALDONNE,130782303,A,1,4,2,2,5.577433,43.384147
CLINIQUE DU CHATEAU DE FLORANS,130782444,A,1,4,2,2,5.311212,43.716649
LE MEDITERRANEE CLINIQUE CASTELLAS,130782451,A,1,4,2,2,5.304509,43.713772
SSR CLINIQUE SAINT LAURENT,130782493,B,2,4,2,2,5.605409,43.342641
CLINIQUE VIGNOLI,130782675,A,1,4,2,2,5.09021,43.638311
CLINIQUE SAINTE ELISABETH,130783152,A,1,4,3,2,5.392554,43.300449
CHU/ APHM HOPITAL DE LA CONCEPTION (APHM),130783236,B,2,4,1,3,5.3960465999,43.2907482
CHU/ APHM HOPITAL LA TIMONE (APHM),130783293,B,2,4,1,3,5.4005744,43.2885382
CLINIQUE BOUCHARD,130783327,B,2,4,2,2,5.380531,43.283044
CLINIQUE L'ANGELUS,130783475,A,1,4,3,2,5.367284,43.28459
CLINIQUE DE BONNEVEINE,130783665,A,1,4,3,2,5.3819184999,43.2499433
CLINIQUE JUGE,130783723,A,1,4,2,2,5.387093,43.272835
CLINIQUE MON REPOS,130783764,A,1,4,2,3,5.38585,43.252905
HOPITAL PRIVE CLAIRVAL,130784051,A,1,4,2,3,5.427641,43.248337
CLINIQUE L'EMERAUDE,130784085,A,1,4,2,2,5.415706,43.238337
ST PAUL HENRI GASTAUT,130784226,B,2,4,3,1,5.414325,43.261753
CHU/ APHM HOPITAUX SUD SAINTE MARGUERITE (APHM),130784234,B,2,4,1,3,5.405905,43.26643
CLINIQUE DES TROIS CYPRES,130784291,A,1,4,2,2,5.5083884,43.2809754
DIAVERUM PROVENCE MARSEILLE 8E,130784481,A,1,4,2,2,5.4150571,43.2707541
CLINIQUE DE POST CURE PSY LA BASTIDE,130784549,B,2,4,2,2,5.507073,43.305131
CLINIQUE LA PROVENCALE,130784580,A,1,4,2,2,5.5012655,43.2995417
CLINIQUE SAINT MARTIN MARSEILLE,130784598,B,2,4,2,2,5.5046096,43.3014608
CLINIQUE SAINT ROCH MONTFLEURI,130784606,B,2,4,2,2,5.501271,43.299505
CLINIQUE DES QUATRE SAISONS,130784697,A,1,4,2,2,5.501271,43.299505
HOPITAL PRIVE BEAUREGARD VERT COTEAU,130784713,A,1,4,2,2,5.4115434,43.3140669
CLINIQUE SAINT BARNABE,130784812,A,1,4,2,2,5.42091,43.25003
CLINIQUE LA PHOCEANNE,130784903,A,1,4,2,2,5.473456,43.305551
CLINIQUE DE LA SALETTE,130784911,A,1,4,2,2,5.467047,43.313399
MAISON DE CONVAL FERNANDE BERGER,130784952,A,1,4,3,2,5.424765,43.331997
CLINIQUE CHANTECLER,130785389,A,1,4,2,2,5.459855,43.317836
LA CHENAIE,130785462,B,2,4,2,2,5.437086,43.44753
HOPITAL SAINT JOSEPH,130785652,A,1,4,3,3,5.391586,43.275877
HOPITAL PRIVE VERT COTEAU BEAUREGARD,130785678,A,1,4,2,2,5.431568,43.303534
KORIAN LES OLIVIERS,130785975,A,1,4,2,2,5.434575,43.662306
CLINIQUE SAINT CHRISTOPHE,130785983,A,1,4,2,2,5.392198,43.46125
CLINIQUE VALFLEUR,130786015,B,2,4,2,2,5.4797854,43.3235233
CLINIQUE KORIAN CAP FERRIERES,130786023,A,1,4,2,2,5.507002,43.306516
CLINIQUE PSYCHIATRIQUE DES TROIS LUCS,130786247,A,1,4,2,,5.46862,43.313871
CLIN SOINS DE SUITE READAPT LA PAGERIE,130786296,A,1,4,2,2,5.477029,43.341987
POLYCLIN PARC RAMBOT HOP PRIV PROVENCE,130786361,B,2,4,2,2,5.45864,43.530554
MATERNITE CATHOLIQUE PROVENCE L'ETOILE,130786445,A,1,4,3,2,5.4236412048,43.573628789
HOPITAL DE JOUR CALYPSO,130786569,B,2,4,3,,5.3845711,43.3194375
HIA LAVERAN,130786742,A,1,4,1,2,5.4146268,43.3251765
HJ LE RELAIS SERENA,130786890,A,1,4,3,2,5.403521,43.2689089
INST UNIV DE READAP VALMANTE SUD,130786924,B,2,4,3,2,5.4135532999,43.2594684
CENTRE DE REEDUCATION PAUL CEZANNE,130786932,B,2,4,2,2,5.514335,43.422967
CLINIQUE PSYCHIATRIQUE MEDIAZUR,130786973,B,2,4,2,2,5.617261,43.399968
CTRE REED FONCT LE GRAND LARGE,130787369,A,1,4,2,2,5.362511,43.238887
CENTRE CARDIO VASCULAIRE VALMANTE,130789159,A,1,4,2,2,5.412058,43.247127
CLINIQUE READAPT FONCT LES FEUILLADES,130789357,A,1,4,2,2,5.404039,43.555188
CH DE MARTIGUES HOPITAL DU VALLON,130790157,C,3,4,1,2,5.039011,43.423191
CLINIQUE LA LAURANNE,130798002,A,1,4,2,2,5.397227,43.46509
USLD DUQUESNE SITE AIX,130798358,C,3,4,1,2,5.426057,43.523901
HAD SOINS ASSISTANCE,130802143,A,1,4,3,2,5.336294,43.36238
CHU/ APHM HOPITAL LA TIMONE ENFANTS (APHM),130804297,B,2,4,1,2,5.402289,43.290112
CLINIQUE SAINT PAUL DE MAUSOLE,130806011,A,1,4,3,2,4.8317498,43.7885782
NEPHROCARE UM AUTO PERIT DOM AIX,130806029,B,2,4,2,2,5.411776,43.523325
ATUP UDM ET DOMICILE MARSEILLE 08,130806078,B,2,4,2,2,5.389863,43.278555
ADPC UNITE D'AUTODIALYSE AUBAGNE,130806417,A,1,4,3,1,5.56351,43.287879
USLD MARCEL PAGNOL,130808843,A,1,4,2,1,5.3726576999,43.3094866
CENTRE GERONTOLOGIQUE DEPARTEMENTAL,130809015,B,2,4,1,3,5.4097162,43.3112687
CHP AUBAGNE,130809809,A,1,4,2,2,5.531312,43.276517
KORIAN MASSILIA LES PINS,130809981,B,2,4,2,2,5.4189906,43.2538277
CLINIQUE AXIUM,130810740,A,1,4,2,2,5.434341,43.53594
LA MAISON,130811102,B,2,4,3,2,5.4702433,43.4407754
CENTRE HOSPITALIER DE LISIEUX,140000027,B,2,4,1,3,0.23172,49.146322
CENTRE HOSPITALIER AUNAY-BAYEUX,140000076,B,2,4,1,2,-0.632619,49.019013
CHU/ CHU COTE DE NACRE - CAEN,140000209,B,2,4,1,3,-0.360184,49.199133
CENTRE HOSPITALIER DE FALAISE,140000233,B,2,4,1,2,-0.206133,48.891141
CH COTE FLEURIE - SITE D'EQUEMAUVILLE,140000241,B,2,4,1,2,0.2027909999,49.382974999
POLYCLINIQUE DE DEAUVILLE,140000258,A,1,4,2,2,0.0713127999,49.3538054
CLINIQUE NOTRE DAME - VIRE,140000290,A,1,4,2,2,-0.896162,48.84102
CENTRE HOSPITALIER DE PONT L'EVEQUE,140000308,A,1,4,1,2,0.183242,49.284492
CENTRE SSR BETHARRAM HEROUVILLE,140000340,A,1,4,3,2,-0.325695,49.192545
CENTRE HOSPITALIER DE VIRE,140000373,B,2,4,1,2,-0.885509,48.837267
ETS PUBLIC DE SANTE MENTALE,140000456,B,2,4,1,3,-0.379222,49.177665
CRLCC FRANCOIS BACLESSE - CAEN,140000555,A,1,4,3,2,-0.350858,49.205489
ANIDER - HEROUVILLE SAINT CLAIR,140002254,B,2,4,3,2,-0.356726,49.214329
CLINIQUE DE LA MISERICORDE - CAEN,140002452,A,1,4,3,2,-0.367792,49.185302
HAD SANTE CROIX ROUGE - CAEN,140002619,B,2,4,3,2,-0.341662,49.157513
UNITE PSYCHIATRIQUE - CH BAYEUX,140004136,B,2,4,1,2,-0.703072,49.292177
CHU/ CHR GEORGES CLEMENCEAU - CAEN,140004383,B,2,4,1,2,-0.354574,49.187894
CHU/ UNITE SOINS LONGUE DUREE - CHU CAEN,140012196,B,2,4,1,2,-0.342602,49.155524
UNITE SOINS LONGUE DUREE - CH FALAISE,140013830,B,2,4,1,2,-0.206133,48.891141
CENTRE SSR THALATTA - LES VILLANDIERES,140015975,A,1,4,2,2,-0.2579265,49.2773562
HAD DE BAYEUX,140016155,B,2,4,3,2,-0.7046844,49.2821042
POLYCLINIQUE DU PARC - CAEN,140016759,A,1,4,2,2,-0.348986,49.167337
HOPITAL PRIVE ST MARTIN-CAEN,140017237,A,1,4,2,3,-0.381342,49.198099
INSTITUT MEDECINE PHYSIQUE ET READAPTA,140017278,A,1,4,3,2,-0.331652,49.213642
UNITE SOINS LONGUE DUREE - CH BAYEUX,140017401,B,2,4,1,2,-0.701367,49.274346
POLYCLINIQUE DE LISIEUX,140018730,A,1,4,2,2,0.259094,49.145144
CRF MANOIR D' APRIGNY - BAYEUX,140019175,A,1,4,3,2,-0.704832,49.281614
CENTRE HOSPITALIER - AUNAY-BAYEUX,140024886,B,2,4,1,2,-0.701678899,49.274606899
CRF DE CAEN,140025123,A,1,4,2,2,-0.408547,49.181805
KORIAN COTE NORMANDE - IFS,140025255,B,2,4,2,2,-0.352133,49.149295
SSR GÉRIATRIQUE CHAMP FLEURY,140025362,B,2,4,1,2,-0.703139999,49.276436999
CH COTE FLEURIE - SITE DE CRICQUEBOEUF,140026410,B,2,4,1,2,0.126859,49.383987
POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF,140026709,A,1,4,2,2,0.145693,49.402341
ANIDER - HONFLEUR,140027434,B,2,4,3,1,0.202335,49.411997
CMPR LA CLAIRIERE - HEROUVILLE STCLAIR,140027681,,,,3,2,-0.357339,48.592512
ANIDER - BAYEUX,140028895,B,2,4,3,1,-0.703179299,49.291673
UNITE RADIOTHERAPIE EXTERNE CFB,140030891,A,1,4,3,1,-0.3353513,49.2031097
CH DE CONDAT EN FENIERS,150000024,B,2,4,1,2,2.755379,45.340397
CH DE SAINT-FLOUR,150000032,B,2,4,1,2,3.084611,45.033582
CH HENRI MONDOR,150000040,B,2,4,1,3,2.439068,44.925517
CH PIERRE RAYNAL,150000149,B,2,4,1,2,3.006223,44.855431
CH DE MAURIAC,150000164,B,2,4,1,2,2.335594,45.218927
CH DE MURAT,150000180,B,2,4,1,2,2.872716,45.110488
UNITE DE DIALYSE DE SAINT-FLOUR,150001758,A,1,4,3,2,3.084611,45.033582
CLINIQUE DU SOUFFLE LES CLARINES,150002608,A,1,4,2,2,2.6673989999,45.280992
USLD UNITE PARKINSON D'YDES,150002921,B,2,4,1,2,2.4359730999,45.3485646
CLINIQUE DU HAUT CANTAL,150780120,C,3,4,2,2,2.6685547829,45.28076125
CENTRE MEDICAL M. DELORT,150780708,B,2,4,3,2,2.635392,44.977623
CENTRE MEDICO CHIRURGICAL TRONQUIERES,150780732,B,2,4,2,2,2.425497,44.91009
SERVICE DE PSYCHIATRIE - CH ST FLOUR,150780773,B,2,4,1,2,3.084611,45.033582
CH ANNEXE CUEILHES,150780823,B,2,4,1,2,2.439806,44.925338
CENTRE DE READAPTATION DE MAURS,150782944,A,1,4,3,2,2.195185,44.713957
CLINIQUE SAINT JOSEPH ANGOULEME,160000170,B,2,4,2,2,0.1471105,45.6498088
CH DE LA ROCHEFOUCAULD,160000188,B,2,4,1,2,0.382448,45.74191
CENTRE HOSPITALIER D'ANGOULEME,160000253,B,2,4,1,3,0.119377,45.633756
CHI DU PAYS DE COGNAC - SSR,160000261,B,2,4,1,2,-0.2979884,45.6835311
CLINIQUE DE COGNAC,160000279,B,2,4,2,2,-0.327218,45.695028
CH HOPITAUX SUD-CHARENTE,160000303,B,2,4,1,2,-0.131829,45.47674
CENTRE HOSPITALIER CONFOLENS,160000311,A,1,4,1,2,0.671166,46.016918
CENTRE HOSPITALIER DE RUFFEC,160000337,A,1,4,1,2,0.1955,46.028825
CH CAMILLE CLAUDEL - LA COURONNE,160000345,B,2,4,1,2,0.100166,45.614379
CH DE CHATEAUNEUF,160000360,B,2,4,1,2,-0.059088,45.598816
HAD MUTUALISTE,160002036,B,2,4,3,2,0.20122,45.637357
AURA POITOU-CH - LA COURONNE,160006110,B,2,4,3,2,0.097208,45.616064
KORIAN VILLA BLEUE - JARNAC,160008231,B,2,4,2,2,-0.178163,45.68591
C.S.S.R. LES GLAMOTS - ROULLET ST E.,160009080,A,1,4,3,2,0.047293,45.583495
AURA POITOU-CH - CHATEAUBERNARD,160012159,B,2,4,3,1,-0.331142,45.685696
KORIAN LE MAS BLANC - JARNAC,160012209,A,1,4,2,2,-0.178539,45.688298
CENTRE CLINICAL SA,160013207,A,1,4,2,2,0.201499,45.637656
HOPITAUX DU GRAND COGNAC,160015368,B,2,4,1,2,-0.3271574,45.6950923
CENTRE HOSPITALIER JONZAC,170000038,B,2,4,1,2,-0.433027,45.440093
CSS DU CHATEAU MARLONGES - CHAMBON,170000061,B,2,4,1,2,-0.859705,46.119169
CTRE HOSPITALIER ST-PIERRE D'OLERON,170000079,B,2,4,1,2,-1.305636,45.94295
HOPITAL SAINT-LOUIS - LA ROCHELLE,170000087,B,2,4,1,3,-1.145478,46.158555
CENTRE HOSPITALIER ST-JEAN D'ANGELY,170000095,B,2,4,1,2,-0.529308,45.946461
CTRE HOSP. DE SAINTONGE - SAINTES,170000103,B,2,4,1,3,-0.658553,45.746087
CH ST HONORE - ST-MARTIN-DE-RE,170000111,B,2,4,1,2,-1.366323,46.201413
CENTRE HOSPITALIER ROYAN-ATLANTIQUE,170000129,B,2,4,1,2,-1.04317,45.622951
CH DUBOIS MEYNARDIE - MARENNES,170000137,B,2,4,1,2,-1.098266,45.820995
CENTRE HOSPITALIER ROCHEFORT,170000152,A,1,4,1,3,-0.960781,45.966162
CENTRE HOSPITALIER BOSCAMNANT,170000178,B,2,4,1,2,-0.089183,45.198604
CENTRE RICHELIEU - SSR SPECIALISES,170780043,A,1,4,3,2,-1.174774,46.153938
CLINIQUE SUR MOREAU,170780068,A,1,4,2,2,-0.443755,46.017068
CL. CONVAL KORIAN CHATEAU DE CLAVETTE,170780100,A,1,4,2,2,-1.0272064,46.1389881
MAISON MEDICALE HIPPOCRATE - SAUJON,170780282,A,1,4,2,2,-0.923495,45.67531
VILLA DU PARC - SAUJON,170780290,A,1,4,2,2,-0.921637,45.675423
ETAB. DE SOINS PASTEUR - ROYAN,170780563,A,1,4,2,2,-1.023677,45.652145
POLYCLINIQUE SAINT GEORGES,170780621,B,2,4,2,2,-1.002613,45.602415
CLINIQUE RICHELIEU - SAINTES,170780647,B,2,4,2,2,-0.643576,45.749786
CLINIQUE DE L'ATLANTIQUE,170780662,B,2,4,2,2,-1.12616,46.174207
CENTRE DE READAPTATION D'OLERON,170780803,A,1,4,3,2,-1.196611,45.830631
CENTRE ALCOOLOGIQUE ALPHA - ROYAN,170781199,B,2,4,2,2,-1.04705,45.626175
HOPITAL MARIUS LACROIX,170782981,B,2,4,1,3,-1.1431941,46.1751197
CENTRE HOSPITALIER JONZAC (CHS),170783146,B,2,4,1,2,-0.433027,45.440093
SSR CH LA ROCHELLE,170784110,B,2,4,1,2,-1.134731,46.176819
ADA 17 - LA ROCHELLE,170785059,B,2,4,3,2,-1.156038399,46.148926499
ADA 17 : UNITE DE SAINTES,170792212,B,2,4,3,2,-0.648106399,45.745547599
CH SAINTONGE - SSR,170792220,B,2,4,1,2,-0.650215,45.745318
ADA 17 - UNITE DE VAUX/MER,170794929,B,2,4,3,2,-1.061668,45.6348964
ADA 17 : UNITE DE ST JEAN D'ANGELY,170795165,B,2,4,3,1,-0.5316788,45.9482114
ADA 17 : UNITE DE ROCHEFORT,170802656,B,2,4,3,1,-0.9651029,45.9622961
USLD - CH ROYAN,170802789,B,2,4,1,2,-1.0614358,45.6347443
CARDIOCEAN - PUILBOREAU,170803431,A,1,4,2,2,-1.098901,46.1897393
ADA 17 : UNITE DE DOLUS D'OLERON,170804090,B,2,4,3,1,-0.2995785,44.7002222
CH BOURGES - JACQUES COEUR,180000010,B,2,4,1,3,2.441863,47.08375
CH GEORGE SAND BOURGES,180000176,B,2,4,1,3,2.375873,47.076562
CH DE VIERZON,180000200,B,2,4,1,2,2.052123,47.227652
CH SAINT AMAND-MONTROND,180000283,B,2,4,1,2,2.495063,46.72561
CH SANCERRE,180000333,A,1,4,1,2,2.839799,47.333841
CLINIQUE DES GRAINETIERES,180000358,B,2,4,2,2,2.498375,46.725177
CLINIQUE LA GAILLARDIERE,180000382,B,2,4,2,2,2.110924,47.2263
CTRE DE READAPTATION GUILLAUME VARYE,180000598,B,2,4,2,2,2.358149,47.10799
CH DE BOURGES SITE TAILLEGRAIN,180003287,B,2,4,1,2,2.395872,47.093782
CH DE VIERZON SITE LA NOUE,180003345,B,2,4,1,2,2.062792,47.210491
CH ST AMAND-MONTROND SITE CROIX DUCHET,180003386,B,2,4,1,2,2.507762,46.73732
HOPITAL PRIVE GUILLAUME DE VARYE,180004145,B,2,4,2,2,2.356545,47.106448
A.R.A.U.C.O. VIERZON,180005662,A,1,4,3,1,2.050624,47.228172
A.R.A.U.C.O. BELLEVILLE,180005811,A,1,4,3,1,2.848741,47.505722
A.R.A.U.C.O. BOURGES,180005829,A,1,4,3,2,2.441863,47.08375
A.R.A.U.C.O SAINT-AMAND-MONTROND,180006397,A,1,4,3,1,2.509395,46.737568
USLD DU CH GEORGE SAND SITE DE DUN SUR,180007825,B,2,4,1,2,2.575153,46.887011
KORIAN PAYS DES TROIS PROVINCES,180008278,A,1,4,2,2,2.0504344999,47.228407999
CENTRE HOSPITALIER DUBOIS BRIVE,190000018,B,2,4,1,3,1.5341799999,45.167952
CENTRE HOSPITALIER COEUR DE CORREZE,190000026,B,2,4,1,3,1.770065,45.269896
HOPITAL LOCAL DE BORT LES ORGUES,190000034,B,2,4,1,2,2.4969028,45.393062099
CENTRE HOSPITALIER D'USSEL,190000091,B,2,4,1,2,2.313203,45.544451
VAL HORIZON UNITE REHABILITATION PSY,190000125,B,2,4,3,,2.510654,45.639131
CLINIQUE LES CEDRES BRIVE,190000224,A,1,4,2,2,1.4929494,45.1575469
CLINIQUE SAINT-GERMAIN BRIVE,190000257,B,2,4,2,2,1.5388543999,45.1682656
CTRE HOSPITALIER PAYS EYGURANDE,190000711,B,2,4,3,,2.5133601,45.6406242
CONVALESCENCE CURE READAPT. DU CHANDOU,190002493,B,2,4,1,2,1.76747,45.283845
UNITE TRAITEMENT MAL. ALCOOLIQUE UTMA,190004796,B,2,4,3,,2.4749946,45.6481247
USLD UZERCHE,190005140,B,2,4,1,2,1.567408,45.430438
USLD CORNIL,190005165,B,2,4,1,2,1.690641,45.20662
CLINIQUE SAINT JEAN LEZ CEDRES,190005694,B,2,4,2,2,1.5019603,45.161178799
UNITÉ DE SOINS LE CANTOU,190005975,B,2,4,3,,2.4657725,45.6387789
SSR EN ADDICTOLOGIE,190009985,B,2,4,3,1,2.4749946,45.6481247
UNITE DE DIALYSE USSEL,190010512,A,1,4,3,1,2.313203,45.544451
UNITE DE DIALYSE BRIVE,190010553,A,1,4,3,2,1.533696,45.167933
HAD RELAIS SANTE ONCORESE,190010629,B,2,4,3,2,1.533696,45.167933
CTRE MEDECINE PHYSIQUE ET READAPTATION,190011197,B,2,4,1,2,1.772014,45.285332
SITE SPECIALISE HENRI LABORIT,190011601,B,2,4,1,2,1.537901,45.170124
UNITE DE SOINS L'ATRIUM,190011684,B,2,4,3,,2.4749946,45.6481247
CH JEAN-MARIE DAUZIER - SSR - CORNIL,190012476,,,,1,2,1.6929532,45.2114278
UNITE HOSPITALISATION PSY - USSEL,190012682,B,2,4,3,,2.3131382,45.5444448
UNITE DE DIALYSE DE CHATILLON,210001483,B,2,4,3,1,4.575367,47.861607
CENTRE DE DIALYSE DE DIJON DREVON,210001889,B,2,4,3,2,5.043271,47.312537
UNITE DE DIALYSE DIJON BREUCHILLIERE,210001939,B,2,4,3,2,5.076313,47.345824
SERVICE D'HOSPITALISATION A DOMICILE,210003059,B,2,4,3,2,5.043679,47.356535
CHU/ POLE DE BIOLOGIE CHU DIJON,210006938,B,2,4,1,,5.0713762999,47.3234652
INICEA JOUVENCE NUTRITION,210007399,B,2,4,2,2,5.00962,47.410385
CSSR LE RENOUVEAU,210010443,A,1,4,3,2,5.046459,47.328862
POLYCLINIQUE DU PARC DREVON,210011847,B,2,4,2,2,5.0440531,47.3125905
CRF DIVIO DIJON,210780144,A,1,4,3,2,4.997927,47.304051
SERVICE SOINS DE SUITE ET READAPTATION,210780276,A,1,4,2,2,5.0497405999,47.362457
CLINIQUE MEDECINE PHYSIQUE LES ROSIERS,210780292,A,1,4,2,2,5.01889,47.300094
CLINIQUE MUTUALISTE BENIGNE JOLY,210780789,A,1,4,2,2,5.0117225,47.3351343
CHU/ CTRE HOSPITALIER REG UNIVERSITAIRE DIJ,210986089,B,2,4,1,2,5.0565795999,47.3188662
DIALYSE DIJON GAFFAREL,210986360,B,2,4,3,1,5.0730747,47.3211
MAISON CONVALESCENCE LA FOUGERE,210986725,C,3,4,2,,4.539864,47.400666
SSR JOUVENCE READAPTATION,210986741,B,2,4,2,2,5.010328,47.412633
CHU/ USP LA MIRANDIERE,210986840,B,2,4,1,,5.1080512999,47.3062805
CTRE CONVALESCENCE GERIATRIQUE,210987046,A,1,4,2,2,5.035469,47.346264
CHU/ HOPITAL LE BOCAGE CHRU DIJON,210987558,B,2,4,1,3,5.0654729999,47.321777
CH ARNAY LE DUC,210987574,B,2,4,1,2,4.485703,47.132131
CENTRE HOSPITALIER D'IS-SUR-TILLE,210987582,B,2,4,1,2,5.106806,47.519451
CH NUITS SAINT GEORGES,210987590,B,2,4,1,2,4.9490502999,47.1341297
CH SEURRE,210987616,B,2,4,1,2,5.147796,46.995713
CH LA CHARTREUSE DIJON,210987632,B,2,4,1,3,5.0112169999,47.3211231
CENTRE HOSPITALIER D'AUXONNE,210987640,B,2,4,1,2,5.3844368,47.1912032
HOSPICES CIVILS DE BEAUNE,210987657,B,2,4,1,2,4.833139,47.02989
